

Run Date,Action,Symbol,Description,Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
04/15/2025,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,255.34,0.039,,,,-9.96,389.83,04/16/2025
04/10/2025,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,60.62,0.082,,,,-4.97,399.79,04/11/2025
04/08/2025,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,248.84,0.04,,,,-9.95,404.76,04/09/2025
04/08/2025,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Margin)",NKE,"NIKE INC CLASS B COM NPV",Margin,53.03,0.5,,,,-26.51,414.71,04/09/2025
04/08/2025,"YOU BOUGHT AMAZON.COM INC (AMZN) (Margin)",AMZN,"AMAZON.COM INC",Margin,170.31,0.5,,,,-85.16,441.22,04/09/2025
04/08/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Margin)",GOOGL,"ALPHABET INC CAP STK CL A",Margin,144.11,0.5,,,,-72.05,526.38,04/09/2025
04/07/2025,"YOU SOLD CELSIUS HLDGS INC COM NEW (CELH) (Margin)",CELH,"CELSIUS HLDGS INC COM NEW",Margin,35.3,-2,,,,70.6,598.43,04/08/2025
04/07/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Margin)",GOOGL,"ALPHABET INC CAP STK CL A",Margin,147.69,0.5,,,,-73.85,527.83,04/08/2025
04/07/2025,"Electronic Funds Transfer Received (Cash)", ,"No Description",Cash,,0.000,,,,600,601.68,
04/03/2025,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,61.54,0.081,,,,-4.98,1.68,04/04/2025
04/03/2025,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Margin)",NKE,"NIKE INC CLASS B COM NPV",Margin,57.62,0.4,,,,-23.05,6.66,04/04/2025
04/03/2025,"YOU SOLD CELSIUS HLDGS INC COM NEW (CELH) (Margin)",CELH,"CELSIUS HLDGS INC COM NEW",Margin,36.22,-5,,,,181.1,29.71,04/04/2025
04/03/2025,"YOU BOUGHT AMAZON.COM INC (AMZN) (Margin)",AMZN,"AMAZON.COM INC",Margin,182.02,1,,,,-182.02,-151.39,04/04/2025
04/03/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Margin)",GOOGL,"ALPHABET INC CAP STK CL A",Margin,152.04,0.5,,,,-76.02,30.63,04/04/2025
04/03/2025,"TRANSFERRED FROM VS Z24-468360-1 (Cash)", ,"No Description",Cash,,0.000,,,,36,106.65,
04/03/2025,"TRANSFERRED FROM VS Z27-316070-1 (Cash)", ,"No Description",Cash,,0.000,,,,50,70.65,
04/01/2025,"DIVIDEND RECEIVED TEXAS ROADHOUSE INC (TXRH) (Margin)",TXRH,"TEXAS ROADHOUSE INC",Margin,,0.000,,,,14.96,20.65,
04/01/2025,"DIVIDEND RECEIVED NIKE INC CLASS B COM NPV (NKE) (Margin)",NKE,"NIKE INC CLASS B COM NPV",Margin,,0.000,,,,4.4,5.69,
04/01/2025,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,266.76,0.037,,,,-9.87,1.29,04/02/2025
03/31/2025,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,0.02,,,,-0.02,11.16,
03/31/2025,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,0.02,11.16,
03/27/2025,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,69.83,0.071,,,,-4.96,11.14,03/28/2025
03/26/2025,"DIVIDEND RECEIVED META PLATFORMS INC CLASS A COMMON STOCK (META) (Margin)",META,"META PLATFORMS INC CLASS A COMMON STOCK",Margin,,0.000,,,,13.65,16.10,
03/20/2025,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,70.58,0.07,,,,-4.94,2.45,03/21/2025
03/17/2025,"DIVIDEND RECEIVED ALPHABET INC CAP STK CL A (GOOGL) (Margin)",GOOGL,"ALPHABET INC CAP STK CL A",Margin,,0.000,,,,2.9,7.39,
02/28/2025,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,0.01,,,,-0.01,4.49,
02/28/2025,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,0.01,4.49,
01/31/2025,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,0.04,,,,-0.04,4.48,
01/31/2025,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,0.04,4.48,
01/10/2025,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,84.59,0.059,,,,-4.99,4.44,01/13/2025
01/09/2025,"DIVIDEND RECEIVED SALESFORCE INC COM (CRM) (Margin)",CRM,"SALESFORCE INC COM",Margin,,0.000,,,,1.4,9.43,
01/02/2025,"DIVIDEND RECEIVED NIKE INC CLASS B COM NPV (NKE) (Margin)",NKE,"NIKE INC CLASS B COM NPV",Margin,,0.000,,,,3.6,8.03,
01/02/2025,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,86.5,0.057,,,,-4.93,4.43,01/03/2025
01/02/2025,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Margin)",NKE,"NIKE INC CLASS B COM NPV",Margin,73.55,1,,,,-73.55,9.36,01/03/2025
12/31/2024,"DIVIDEND RECEIVED TEXAS ROADHOUSE INC (TXRH) (Margin)",TXRH,"TEXAS ROADHOUSE INC",Margin,,0.000,,,,13.42,82.91,
12/31/2024,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,0.7,,,,-0.7,69.49,
12/31/2024,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,0.7,69.49,
12/31/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,419.44,0.023,,,,-9.65,68.79,01/02/2025
12/27/2024,"DIVIDEND RECEIVED META PLATFORMS INC CLASS A COMMON STOCK (META) (Margin)",META,"META PLATFORMS INC CLASS A COMMON STOCK",Margin,,0.000,,,,13,78.44,
12/26/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Margin)",PYPL,"PAYPAL HLDGS INC COM",Margin,88.32,0.5,,,,-44.16,65.44,12/27/2024
12/26/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,88.32,0.056,,,,-4.95,109.60,12/27/2024
12/26/2024,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Margin)",NKE,"NIKE INC CLASS B COM NPV",Margin,77.13,1,,,,-77.13,114.55,12/27/2024
12/24/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,445.98,0.022,,,,-9.81,191.68,12/26/2024
12/19/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,87.45,0.057,,,,-4.98,201.49,12/20/2024
12/17/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,482.92,0.02,,,,-9.66,206.47,12/18/2024
12/16/2024,"DIVIDEND RECEIVED ALPHABET INC CAP STK CL A (GOOGL) (Margin)",GOOGL,"ALPHABET INC CAP STK CL A",Margin,,0.000,,,,2.9,216.13,
12/12/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,89.96,0.055,,,,-4.95,213.23,12/13/2024
12/10/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,405.16,0.024,,,,-9.72,218.18,12/11/2024
12/05/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,88.9,0.056,,,,-4.98,227.90,12/06/2024
12/03/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,352.71,0.028,,,,-9.88,232.88,12/04/2024
11/29/2024,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,1.79,,,,-1.79,242.76,
11/29/2024,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,1.79,242.76,
11/29/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,86.04,0.058,,,,-4.99,240.97,12/02/2024
11/26/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,342.43,0.029,,,,-9.93,245.96,11/27/2024
11/22/2024,"YOU SOLD SALESFORCE INC COM (CRM) (Margin)",CRM,"SALESFORCE INC COM",Margin,340.98,-0.5,,,,170.49,255.89,11/25/2024
11/22/2024,"YOU SOLD NIKE INC CLASS B COM NPV (NKE) (Margin)",NKE,"NIKE INC CLASS B COM NPV",Margin,77.34,-1,,,,77.34,85.40,11/25/2024
11/22/2024,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Margin)",GOOGL,"ALPHABET INC CAP STK CL A",Margin,164.83,1,,,,-164.83,8.06,11/25/2024
11/22/2024,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Margin)",GOOGL,"ALPHABET INC CAP STK CL A",Margin,164.75,0.5,,,,-82.37,172.89,11/25/2024
11/21/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,85.02,0.058,,,,-4.93,255.26,11/22/2024
11/19/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,342.06,0.029,,,,-9.92,260.19,11/20/2024
11/18/2024,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Margin)",NKE,"NIKE INC CLASS B COM NPV",Margin,75.82,5,,,,-379.1,270.11,11/19/2024
1/14/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,87.1,0.057,,,,-4.96,649.21,11/15/2024
11/12/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,339.5,0.029,,,,-9.85,654.17,11/13/2024
11/07/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,82.08,0.06,,,,-4.92,664.02,11/08/2024
11/05/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,251.87,0.039,,,,-9.82,668.94,11/06/2024
10/31/2024,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,2.74,,,,-2.74,678.76,
10/31/2024,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,2.74,678.76,
10/31/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,78.91,0.063,,,,-4.97,676.02,11/01/2024
10/29/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,261.15,0.038,,,,-9.92,680.99,10/30/2024
10/24/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,82.31,0.06,,,,-4.94,690.91,10/25/2024
10/22/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,217.45,0.045,,,,-9.79,695.85,10/23/2024
10/17/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,80.21,0.062,,,,-4.97,705.64,10/18/2024
10/15/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,218.51,0.045,,,,-9.83,710.61,10/16/2024
10/10/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,79.35,0.063,,,,-5,720.44,10/11/2024
10/08/2024,"DIVIDEND RECEIVED SALESFORCE INC COM (CRM) (Margin)",CRM,"SALESFORCE INC COM",Margin,,0.000,,,,1.6,725.44,
10/08/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,244.28,0.04,,,,-9.77,723.84,10/09/2024
10/03/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,76.35,0.065,,,,-4.96,733.61,10/04/2024
10/01/2024,"DIVIDEND RECEIVED NIKE INC CLASS B COM NPV (NKE) (Margin)",NKE,"NIKE INC CLASS B COM NPV",Margin,,0.000,,,,0.37,738.57,
10/01/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,252.94,0.039,,,,-9.86,738.20,10/02/2024
09/30/2024,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,4.09,,,,-4.09,748.06,
09/30/2024,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,4.09,748.06,
09/26/2024,"DIVIDEND RECEIVED META PLATFORMS INC CLASS A COMMON STOCK (META) (Margin)",META,"META PLATFORMS INC CLASS A COMMON STOCK",Margin,,0.000,,,,13,743.97,
09/26/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,79.67,0.062,,,,-4.94,730.97,09/27/2024
09/24/2024,"DIVIDEND RECEIVED TEXAS ROADHOUSE INC (TXRH) (Margin)",TXRH,"TEXAS ROADHOUSE INC",Margin,,0.000,,,,13.42,735.91,
09/24/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,253.23,0.039,,,,-9.88,722.49,09/25/2024
09/19/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,76.24,0.065,,,,-4.96,732.37,09/20/2024
09/17/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,233.5,0.042,,,,-9.81,737.33,09/18/2024
09/16/2024,"DIVIDEND RECEIVED ALPHABET INC CAP STK CL A (GOOGL) (Margin)",GOOGL,"ALPHABET INC CAP STK CL A",Margin,,0.000,,,,2.6,747.14,
09/16/2024,"Electronic Funds Transfer Paid (Cash)",,"No Description",Cash,,0.000,,,,-800,744.54,
09/12/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,69.69,0.071,,,,-4.95,1544.54,09/13/2024
09/10/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,222.92,0.044,,,,-9.81,1549.49,09/11/2024
09/05/2024,"YOU BOUGHT SALESFORCE INC COM (CRM) (Margin)",CRM,"SALESFORCE INC COM",Margin,247.33,4,,,,-989.32,1559.30,09/06/2024
09/05/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,71.11,0.07,,,,-4.98,2548.62,09/06/2024
09/05/2024,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Margin)",NKE,"NIKE INC CLASS B COM NPV",Margin,80.68,4,,,,-322.7,2553.60,09/06/2024
09/05/2024,"YOU SOLD CRICUT INC COM CL A (CRCT) (Margin)",CRCT,"CRICUT INC COM CL A",Margin,5.97,-100,,0.02,,597.45,2876.30,09/06/2024
09/05/2024,"YOU SOLD CORSAIR GAMING INC COM (CRSR) (Margin)",CRSR,"CORSAIR GAMING INC COM",Margin,6.15,-110,,0.02,,676.84,2278.85,09/06/2024
09/05/2024,"YOU BOUGHT CELSIUS HLDGS INC COM NEW (CELH) (Margin)",CELH,"CELSIUS HLDGS INC COM NEW",Margin,31.97,7,,,,-223.79,1602.01,09/06/2024
09/05/2024,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Margin)",GOOGL,"ALPHABET INC CAP STK CL A",Margin,157.57,1,,,,-157.57,1825.80,09/06/2024
09/05/2024,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Margin)",GOOGL,"ALPHABET INC CAP STK CL A",Margin,157.57,0.5,,,,-78.78,1983.37,09/06/2024
09/05/2024,"YOU SOLD ALIBABA GROUP HOLDING LTD SPON ADS E... (BABA) (Margin)",BABA,"ALIBABA GROUP HOLDING LTD SPON ADS EACH",Margin,82.14,-10,,0.03,,821.37,2062.15,09/06/2024
09/05/2024,"YOU SOLD ADOBE INC COM (ADBE) (Margin)",ADBE,"ADOBE INC COM",Margin,567.76,-1,,0.02,,567.74,1240.78,09/06/2024
09/03/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,216.67,0.046,,,,-9.97,673.04,09/04/2024
08/30/2024,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,2.01,,,,-2.01,683.01,
08/30/2024,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,2.01,683.01,
08/29/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,72.7,0.068,,,,-4.94,681.00,08/30/2024
08/27/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,208.6,0.047,,,,-9.8,685.94,08/28/2024
08/22/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,72.13,0.069,,,,-4.98,695.74,08/23/2024
08/20/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,221.62,0.045,,,,-9.97,700.72,08/21/2024
08/15/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,67.68,0.073,,,,-4.94,710.69,08/16/2024
08/15/2024,"YOU SOLD WIX.COM LTD COM ILS0.01 (WIX) (Margin)",WIX,"WIX.COM LTD COM ILS0.01",Margin,162.5,-3,,0.02,,487.48,715.63,08/16/2024
08/13/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,204.99,0.048,,,,-9.84,228.15,08/14/2024
08/08/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,64.24,0.077,,,,-4.95,237.99,08/09/2024
08/06/2024,"YOU BOUGHT TESLA INC COM (TSLA) (Cash)",TSLA,"TESLA INC COM",Cash,196.35,0.05,,,,-9.82,242.94,08/07/2024
08/01/2024,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,66.88,0.074,,,,-4.95,252.76,08/02/2024
07/31/2024,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,1.17,,,,-1.17,257.71,
